Question,Link,Upvotes,Comments,Timestamp,Image,Answer
"Is the anteater the only creature named after what it primarily does?",https://www.quora.com/Is-the-anteater-the-only-creature-named-after-what-it-primarily-does,163,26,2y,https://qph.fs.quoracdn.net/main-qimg-08a33c8ca6791d2a2c8dab52bdd41d3b-lq,"Bee-eaters might have something to say on that...  As would rollers,  Antpeckers,  Spiderhunters,  Woodpeckers,  Planthoppers,  Ice crawlers,  Screamers,  Roosters,  Constrictors,  Weavers,  Warblers,  Burrowing owls,  Oystercatchers,  Wallcreepers,  Treecreepers,  Flycatchers,  Oxpeckers,  Darters,  Crab-eating foxes,  Crab-eating raccoons...(more)"
"What animal has the coolest hunting tactics?",https://www.quora.com/What-animal-has-the-coolest-hunting-tactics,2331,16,2y,https://qph.fs.quoracdn.net/main-qimg-179cdca2f7c93705f81ab086a5e6c8d4-lq,"I nominate the tentacled snake. This bizarre-looking serpent dwells in lakes, streams and rice paddies in Southeast Asia, and it gets its name from the strange pair of sensory structures which protrude from its snout.  However, its hunting behaviour is something which is often overlooked. Here's how i...(more)"
"What fact about parasites would tell someone that would ruin their dinner?",https://www.quora.com/What-fact-about-parasites-would-tell-someone-that-would-ruin-their-dinner,271,16,2y,https://qph.fs.quoracdn.net/main-qimg-4c075b536a0274e1f16bd842f9e61f25-pjlq,"Fear not, for I have an arsenal of perfect meal-ruining examples of horrific parasitic creatures. I'd advise against reading this while you're eating Dinobdella ferox: This leech is a member of a family which only suck blood from the mucous membranes of their hosts. That means entering through one of...(more)"
"Northern European cave art sometimes shows lion faces but none of them seem to have manes - were the artists only interested in lionesses, or were cave lions maneless?",https://www.quora.com/Northern-European-cave-art-sometimes-shows-lion-faces-but-none-of-them-seem-to-have-manes-were-the-artists-only-interested-in-lionesses-or-were-cave-lions-maneless,160,5,2y,https://qph.fs.quoracdn.net/main-qimg-0c4af385494fd5a289a7b666cbfe68d8-pjlq,"Quite possibly the latter, as some lions in cave paintings do appear to be males:  This one is from the Chauvet-Pont-d'Arc Cave, famous for its cave paintings of lions and other Pleistocene megafauna. Now, with only one confirmed sample, this isn't conclusive - many modern male lions are in fact manel...(more)"
"What are some cool birds?",https://www.quora.com/What-are-some-cool-birds,317,14,2y,https://qph.fs.quoracdn.net/main-qimg-93f515ed688b33402b35885966c33890-pjlq,"Deciding on just one is very hard, but for this answer I'll go with turacos. They're so little known, and yet so fascinating.  The turacos form the order of birds called Musophagiformes (meaning 'banana eaters'), which has only one family, Musophagidae, which contains 23 living species. They are only...(more)"
"What are some of the weirdest and most interesting plants on Earth (including extinct or fictional plants)?",https://www.quora.com/What-are-some-of-the-weirdest-and-most-interesting-plants-on-Earth-including-extinct-or-fictional-plants,4543,39,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-fdd306a8b25706de6ae9a81a091b5a05-lq,"My list won't have any extinct or fictional species, but hopefully you'll be satisfied with these modern-day, real-world green wonders. * Javan cucumber: The seeds of this Southeast Asian vine are perhaps the world's most remarkable - they have attached to them two specialized leaves. When the seeds ar...(more)"
"What animal seems boring but is actually very interesting?",https://www.quora.com/What-animal-seems-boring-but-is-actually-very-interesting,631,22,2y,https://qph.fs.quoracdn.net/main-qimg-c82610c3b49531ceacb52f17bc6417eb-lq,"You've almost certainly seen a daddy longlegs before. You know, the little brown, spider-like critters with huge legs that you find scurrying about on walls? Many probably think them dull, boring animals - and, to a certain degree, that's true - at least in the likes of Europe and the US. When you ge...(more)"
"Why are there no giant bugs?",https://www.quora.com/Why-are-there-no-giant-bugs,5108,137,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-be443b8526289cb408941357b65dceed-lq,"Many people would say it's because there's not currently enough oxygen in the atmosphere to sustain giant bugs. However, as I've explained in previous answers, the fossil record does not support that notion. Rather, it seems that what's preventing arthropods from getting huge is competition. The larg...(more)"
"Once, I went jogging and I found myself accompanied by a big black bird with a big red beak, in the late evening. The creature walks in an oddly, scary way. I tried searching for the bird but I don't know what his kind is. What is the species?",https://www.quora.com/Once-I-went-jogging-and-I-found-myself-accompanied-by-a-big-black-bird-with-a-big-red-beak-in-the-late-evening-The-creature-walks-in-an-oddly-scary-way-I-tried-searching-for-the-bird-but-I-don-t-know-what-his-kind,66,4,2y,https://qph.fs.quoracdn.net/main-qimg-29ee028bd793d939c99082dc2bb2bc7d-lq,"It sounds like you've come across some kind of moorhen. Moorhens are a type of stout bird in the rail family which live similar lifestyles to ducks and geese. If you live in the Americas, it was probably a common gallinule.  If you live in Australia, then it'd be a dusky moorhen.  And if you're anywhere...(more)"
"What are some interesting facts about the Lammergeier?",https://www.quora.com/What-are-some-interesting-facts-about-the-Lammergeier,227,8,2y,https://qph.fs.quoracdn.net/main-qimg-b7bd527920d6b4bf07bddd5b7d3db953-lq,"The lammergeier, also known as the bearded vulture or ossifrage, is a striking bird of prey which is found in southern Europe, east Africa and much of Central Asia. At 4.5 to 7.8 kilograms, it's pretty big for a flying bird. Here are some interesting facts.   * It's not actually a vulture. Despite common...(more)"
"What living beings can be considered masters of mimicry?",https://www.quora.com/What-living-beings-can-be-considered-masters-of-mimicry,1136,40,2y,https://qph.fs.quoracdn.net/main-qimg-105dc497d0bce3acd8e3433c6a003e17-pjlq,"In my opinion, the most amazing species of mimic is not an animal at all; it's a rather boring-looking species of plant called Boquila trifoliolata - nicknamed the 'chameleon vine', and for good reason.  Believe it or not, all the above leaves are from the same species of plant. Boquila's mind-blowing...(more)"
"Can animals communicate with other animals from different species like zebras with hyenas or snakes with rats, or at least understand them?",https://www.quora.com/Can-animals-communicate-with-other-animals-from-different-species-like-zebras-with-hyenas-or-snakes-with-rats-or-at-least-understand-them,103,3,2y,https://qph.fs.quoracdn.net/main-qimg-15160fa3c69dd572af8e052c94fbe025-pjlq,"Quite often, yes - this so-called interspecific communication is known from a number of mammal species. Most of the time, the two different species, usually closely related, recognize each others alarm call, and so both benefit if a predator is spotted by the other. Some notable examples include sifa...(more)"
"Are humans that much greater than the rest of the animal kingdom? What are some of the best comparisons that show our complete dominance?",https://www.quora.com/Are-humans-that-much-greater-than-the-rest-of-the-animal-kingdom-What-are-some-of-the-best-comparisons-that-show-our-complete-dominance,27,8,2y,https://qph.fs.quoracdn.net/main-qimg-7f38a77034dc17191426740bf8aa206a-lq,"'Greatness' and 'dominance' are too very subjective words, at least in this context. Homo sapiens is not, as you might think, the most numerous species. There are possibly tens of quintillions of nematodes on this Earth.  We don't build more impressive structures than animals, either. Take the 4,000 y...(more)"
"Why do or don't you like hyenas?",https://spottedhyenas.quora.com/Why-do-or-don-t-you-like-hyenas,44,12,2y,https://qph.fs.quoracdn.net/main-qimg-b5e8b595916c19cadf5b92a461c40951-lq,"There are are many such reasons, including: * They're beautiful: While some would beg to differ, I think that hyenas are very handsome creatures. They have plush fur, nice markings, and big, intelligent eyes.  * They're interesting: What with their intelligence, unique behaviours, matriarchal societies, an...(more)"
"What are some animals that have multiple common names?",https://www.quora.com/What-are-some-animals-that-have-multiple-common-names,123,9,2y,https://qph.fs.quoracdn.net/main-qimg-21c9070eca1d48177492eb5395665515-lq,"There are many, a prominent example being the puma.  Or should I say, the cougar. The mountain lion. The catamount. The panther. The painter. The ghost cat. The red tiger. The poltroon tiger. The sneak-cat. The tiger. The gray tiger. The bender. The mountain tiger. The silver lion. The Brazilian cat....(more)"
"What are the most remarkable caterpillars discovered?",https://www.quora.com/What-are-the-most-remarkable-caterpillars-discovered,657,50,2y,https://qph.fs.quoracdn.net/main-qimg-60f39ab917cbe5afe73c0446ad03bc96-lq,"Ooh, I'm glad I came across this question. I happen to have a soft spot for caterpillars; they're among my favourite arthropods, and they're a lot cooler than you think. I know I say that in practically every answer I write, but it's true. Here we go, then. * Hickory horned devil: This 15-centimeter gi...(more)"
"What are some animal facts that will melt your heart?",https://www.quora.com/What-are-some-animal-facts-that-will-melt-your-heart,3066,20,2y,https://qph.fs.quoracdn.net/main-qimg-15aa3869f68bd6e711613809657b33fb-lq,"Baby shrews travel in conga lines.  When a mother shrew wants to take her babies places, one will carry her tail in its mouth, then its sibling will do the same to it, and so on. These 'caravans' can comprise up to 7 or 8 shrews.  To be fair, though, they look a bit less cute when viewed from further aw...(more)"
"What animal has the biggest organs of all animals?",https://www.quora.com/What-animal-has-the-biggest-organs-of-all-animals,1054,53,2y,https://qph.fs.quoracdn.net/main-qimg-fb58851dcd2f64e20b07395bdc818a8a-lq,"It depends which organs you mean. Relative to body size, here are some record-holding species. Eyes:  Tiny amphipod crustaceans in the family Hyperiidae. There's very little information on these guys so I don't know exactly how big their eyes are, but I do know they're proportionally bigger than any ot...(more)"
"How many types of opossums are there?",https://www.quora.com/How-many-types-of-opossums-are-there,61,8,2y,https://qph.fs.quoracdn.net/main-qimg-1dcd5504312be9f8b81e81bd60ffb383-lq,"Opossums are much more diverse than even a typical animal fan would think - in fact, nearly a third of all marsupials are in the opossum group, with 103 different species distributed across North and South America. Here are some of the most interesting types you probably didn't know about. * Chacoan py...(more)"
"Kids today adore dinosaurs, something that was around millions of years ago. What would kids in millions of years obsess over about today?",https://www.quora.com/Kids-today-adore-dinosaurs-something-that-was-around-millions-of-years-ago-What-would-kids-in-millions-of-years-obsess-over-about-today,741,17,2y,https://qph.fs.quoracdn.net/main-qimg-efe5a5f14c222f24c732473fda9532f4-lq,"Hippos  As you can see by the fossilized skeleton above, the hippopotamus was clearly the most powerful and terrifying carnivore of the Holocene. The largest of them grew to weigh 3,200 kilograms, surpassing the size of almost all other land animals in their world. The remains of other animals such as...(more)"
